window_id,cyber_mean_prob,cyber_mean_uncertainty,cyber_count,cyber_label_any,video_mean_prob,video_mean_uncertainty,video_count,video_label_any,modality_count,w_cyber,w_video,raw_fusion_score,fusion_uncertainty,adjusted_fusion_score,fused_label_or,fused_pred,window_state
968,0.871806535980098,0.08864009220106954,6.0,1.0,0.39660224624257623,0.7932044924851525,1,1,2,0.7946002877731376,0.20539971222686237,0.7741997116190406,0.23335741726471204,0.704192486439627,1,1,high_risk
969,0.6687104330448542,0.06903342387094157,6.0,1.0,0.44217941780048564,0.8843588356009713,1,0,2,0.8737047121784564,0.12629528782154367,0.6401006332740602,0.17200518141360427,0.5884990788499789,1,1,high_risk
970,0.995387897268832,0.009224205462335858,6.0,1.0,0.4775041257041295,0.955008251408259,1,0,2,0.9467548071721126,0.05324519282788744,0.9678130759894358,0.05958265936226609,0.9499382781807559,1,1,high_risk
971,0.5214859818221921,0.04456687096570674,6.0,1.0,0.4109870657389964,0.8219741314779928,1,1,2,0.81797427424794,0.18202572575206002,0.5013723364273324,0.1860749917653764,0.44554983889771943,1,0,low_risk
972,0.8251407010191274,0.10337139049702,6.0,1.0,0.9252314855211645,0.14953702895767096,1,1,2,0.5,0.5,0.875186093270146,0.12645420972734547,0.8372498303519423,1,1,high_risk
973,0.35122438386733174,0.06691958631572596,6.0,1.0,0.4913436196398841,0.9826872392797682,1,1,2,0.9788174594203382,0.02118254057966189,0.3541924652650751,0.08631787178617853,0.32829710372922155,1,0,low_risk
974,0.3637159285304412,0.11736998744367183,6.0,1.0,0.7096580889000481,0.5806838221999038,1,0,2,0.6561054585885745,0.34389454141142545,0.48268354912562494,0.27670108617673517,0.3996732232726044,1,0,low_risk
975,0.8452299903354218,0.11647135267407967,6.0,1.0,0.355964499664979,0.711928999329958,1,0,2,0.7352461369776,0.2647538630224,0.715695061636872,0.27412106489245075,0.6334587421691368,1,1,high_risk
976,0.6841368229011425,0.03837549138745694,6.0,1.0,0.5994956247261282,0.8010087505477437,1,0,2,0.8008078153223438,0.19919218467765615,0.6672769577229269,0.19028607638743555,0.6101911348066963,1,1,high_risk
977,0.8816926334288303,0.23661473314233938,6.0,1.0,0.3774755462806537,0.7549510925613074,1,0,2,0.75700059192294,0.24299940807706,0.759168179709484,0.36257016166596684,0.650397131209694,1,1,high_risk
978,0.829652739275002,0.008118393071211372,6.0,1.0,0.2670705187807662,0.5341410375615324,1,0,2,0.6319819377499468,0.36801806225005307,0.6226123206323813,0.2017042273961879,0.5621010524135249,1,1,high_risk
979,0.9426666326130478,0.1146667347739041,6.0,1.0,0.24452115185633677,0.48904230371267354,1,0,2,0.6102408966098793,0.3897591033901206,0.6705580759974473,0.26058302085464513,0.5923831697410538,1,1,high_risk
980,0.3517444635897939,0.06759908451988639,6.0,1.0,0.4767812263156009,0.9535624526312018,1,0,2,0.9451376566255217,0.05486234337447828,0.35860427340089024,0.11620511103841868,0.32374274008936466,1,0,low_risk
981,0.8229533708115472,0.027017854121481926,6.0,1.0,0.4909890949399987,0.9819781898799974,1,0,2,0.9779690346919249,0.02203096530807512,0.8156398773663007,0.04805655214916555,0.801222911721551,1,1,high_risk
982,0.8341991066094409,0.0020715299887235825,6.0,1.0,0.35033935382346854,0.7006787076469371,1,1,2,0.7277217366431837,0.2722782633568163,0.7024546134126178,0.1922870790901088,0.6447684896855852,1,1,high_risk
983,0.6849152936680328,0.038310138713616194,6.0,1.0,0.17444892828195577,0.3488978565639116,1,0,2,0.5513050915255814,0.4486949084744186,0.45587163457185786,0.17766926634773306,0.40257085466753795,1,0,low_risk
984,0.6826874701419157,0.040813158835095176,6.0,1.0,0.11648513513013092,0.23297027026026185,1,0,2,0.5105199887515018,0.4894800112484982,0.40554274483142133,0.13487022389696468,0.3650816776623319,1,0,low_risk
985,0.9863615733361867,0.027276853327626676,6.0,1.0,0.45020107677671056,0.9004021535534211,1,1,2,0.889286255141682,0.110713744858318,0.9270012369169918,0.12394382504616758,0.8898180894031414,1,1,high_risk
986,0.6674904646020661,0.00959770211988518,6.0,1.0,0.38879966031924545,0.7775993206384909,1,0,2,0.7824720935236481,0.217527906476352,0.6068674373922134,0.17665948636668743,0.5538695914822072,1,1,high_risk
987,0.6670760150905745,0.0024840307067193943,6.0,1.0,0.6133116792981884,0.7733766414036232,1,1,2,0.779253650621956,0.22074634937804408,0.6552077342376699,0.17265576028057064,0.6034110061534986,1,1,high_risk
988,0.7752185495743614,0.23620338338978245,6.0,1.0,0.4877718716443553,0.9755437432887106,1,1,2,0.9689740976036831,0.03102590239631683,0.7663002570007595,0.25914208523366433,0.6885576314306603,1,1,high_risk
989,0.8233567608266755,0.050560075117866234,6.0,1.0,0.9242852772145492,0.15142944557090154,1,1,2,0.5,0.5,0.8738210190206124,0.10099476034438389,0.8435225909172972,1,1,high_risk
990,0.8289327308181859,0.009823426751325767,6.0,1.0,0.9329793966337965,0.13404120673240705,1,1,2,0.5,0.5,0.8809560637259912,0.07193231674186641,0.8593763687034313,1,1,high_risk
991,0.9973450366185365,0.005309926762926853,6.0,1.0,0.932820039716338,0.13435992056732404,1,1,2,0.5,0.5,0.9650825381674373,0.06983492366512545,0.9441320610678996,1,1,high_risk
992,0.6838033045981603,0.044394336906215824,6.0,1.0,0.9401010459627248,0.11979790807455037,1,1,2,0.5,0.5,0.8119521752804426,0.0820961224903831,0.7873233385333277,1,1,high_risk
993,0.6596760646351362,0.01450621629310315,6.0,1.0,0.36109163430935703,0.7221832686187141,1,1,2,0.7422412147701145,0.2577587852298853,0.582713304585806,0.19691619363561863,0.5236384464951204,1,1,high_risk
994,0.6661206816898203,0.0012444711715639174,6.0,1.0,0.498414640442773,0.996829280885546,1,1,2,0.9960522476243283,0.003947752375671646,0.6654586197670728,0.005174793469294893,0.6639061817262844,1,1,high_risk
995,0.8305998191382131,0.0055614938149248965,6.0,1.0,0.32626293387293775,0.6525258677458755,1,1,2,0.6971834723877058,0.3028165276122943,0.6778782747953824,0.20147299901755727,0.6174363750901153,1,1,high_risk
996,0.997001998768568,0.00599600246286384,6.0,1.0,0.43162564022853933,0.8632512804570787,1,1,2,0.854017713939714,0.14598228606028596,0.9144670654644548,0.13114008768170526,0.8751250391599432,1,1,high_risk
997,0.9989472439079045,0.002105512184190935,6.0,1.0,0.45078182268126477,0.9015636453625295,1,0,2,0.8904359177705018,0.10956408222949825,0.9388880026212615,0.10065381704973342,0.9086918575063414,1,1,high_risk
998,0.8485328435851018,0.04330835690744648,6.0,1.0,0.27205121538218824,0.5441024307643765,1,0,2,0.636994624081408,0.36300537591859205,0.6392669134291411,0.2250992979456845,0.5717371240454358,1,1,high_risk
999,0.9786497593681953,0.04270048126360929,6.0,1.0,0.31785172622259594,0.6357034524451919,1,0,2,0.6871101710986915,0.3128898289013085,0.7718927758389476,0.22824507945458225,0.7034192520025728,1,1,high_risk
1000,0.6641432392805899,0.01240015627480201,6.0,1.0,0.930906109059058,0.13818778188188396,1,1,2,0.5,0.5,0.797524674169824,0.07529396907834299,0.774936483446321,1,1,high_risk
1001,0.6564900135459627,0.04639673514561212,6.0,1.0,0.40927068020674034,0.8185413604134807,1,1,2,0.8151133096520844,0.1848866903479156,0.6107824492148558,0.18915599938131986,0.5540356494004599,1,1,high_risk
1002,0.8288485038955321,0.008969658894042942,6.0,1.0,0.9380778648544269,0.1238442702911462,1,1,2,0.5,0.5,0.8834631843749795,0.06640696459259457,0.8635410949972011,1,1,high_risk
1003,0.8214297349519297,0.024099213256349155,6.0,1.0,0.9282187782317061,0.14356244353658787,1,1,2,0.5,0.5,0.8748242565918178,0.0838308283964685,0.8496750080728773,1,1,high_risk
1004,0.6795166370546104,0.06718862561659698,6.0,1.0,0.6056484743308796,0.7887030513382407,1,0,2,0.7910633974112482,0.20893660258875177,0.664082874095641,0.21793939844565152,0.5987010545619456,1,1,high_risk
1005,0.9890947961373863,0.021810407725227427,6.0,1.0,0.13864926224456264,0.2772985244891253,1,0,2,0.5253820350647493,0.4746179649352506,0.5854580675529015,0.1430696577688483,0.542537170222247,1,1,high_risk
1006,0.8241349694975622,0.018397878302478705,6.0,1.0,0.4974219340488104,0.9948438680976208,1,1,2,0.9935961092537462,0.006403890746253836,0.8220427349131714,0.024650931740744484,0.8146474553909481,1,1,high_risk
1007,0.9959862565520119,0.008027486895976247,6.0,1.0,0.25044906752615204,0.5008981350523041,1,0,2,0.6158100620017272,0.38418993799827283,0.7095583701247602,0.1973834306523244,0.6503433409290629,1,1,high_risk
1008,0.8496537542227286,0.08204276611794636,6.0,1.0,0.2174958602075694,0.4349917204151388,1,0,2,0.5860770311542017,0.41392296884579827,0.5879890819526664,0.2281364451316602,0.5195481484131683,1,1,high_risk
1009,0.9988426804721585,0.0023146390556828913,6.0,1.0,0.4868400927636754,0.9736801855273508,1,1,2,0.9681481503751108,0.03185184962488923,0.9825344510409139,0.03325442837269681,0.9725581225291048,1,1,high_risk
1010,0.9921765187610102,0.01564696247797966,6.0,1.0,0.9219542014294384,0.1560915971411232,1,1,2,0.5,0.5,0.9570653600952244,0.08586927980955143,0.931304576152359,1,1,high_risk
1011,0.9838182318853342,0.032363536229331635,6.0,1.0,0.614643312887168,0.770713374225664,1,1,2,0.777237340860382,0.22276265913961804,0.9015798452416497,0.19684030951670084,0.8425277523866395,1,1,high_risk
1012,0.8376307153634571,0.04116236209151967,6.0,1.0,0.34884037870288254,0.6976807574057651,1,0,2,0.7257425699267059,0.2742574300732941,0.7035763337862677,0.22121740998624762,0.6372111107903934,1,1,high_risk
1013,0.9962020440945455,0.007595911810909055,6.0,1.0,0.32902087908751454,0.6580417581750291,1,1,2,0.7005510102729455,0.29944898972705447,0.7964153182682708,0.20237126337680367,0.7357039392552297,1,1,high_risk
1014,0.8719848496001982,0.0882094523844386,6.0,1.0,0.9152646195763038,0.16947076084739243,1,1,2,0.5,0.5,0.893624734588251,0.12884010661591552,0.8549727026034764,1,1,high_risk
1015,0.8202121489895018,0.02628851401521215,6.0,1.0,0.4122469859011955,0.824493971802391,1,0,2,0.8200871925703195,0.17991280742968055,0.7468139911647771,0.16989589883139686,0.695845221515358,1,1,high_risk
1016,0.9915446810152121,0.016910637969575665,6.0,1.0,0.630989641827701,0.738020716344598,1,0,2,0.7533103633117473,0.24668963668825272,0.9025994893919262,0.19480102121614737,0.844159183027082,1,1,high_risk
1017,0.853649368577771,0.0443313028734225,6.0,1.0,0.2044894785478732,0.4089789570957464,1,1,2,0.5751171084584846,0.4248828915415153,0.5778324374290958,0.19926385259323412,0.5180532816511256,1,1,high_risk
1018,0.9974987861016373,0.005002427796725366,6.0,1.0,0.3226679240284897,0.6453358480569794,1,1,2,0.6928421555772675,0.30715784442273236,0.7902191931573149,0.2016858608757006,0.7297134348946047,1,1,high_risk
1019,0.5594478531104323,0.12226493896167123,6.0,1.0,0.4181653492006032,0.8363306984012064,1,0,2,0.8301603036153015,0.1698396963846985,0.535452475541917,0.24354165074359105,0.4623899803188397,1,1,high_risk
1020,0.9661265472287406,0.06774690554251887,6.0,1.0,0.4976602388378605,0.995320477675721,1,1,2,0.9941846136325646,0.005815386367435397,0.9634022346453215,0.07314110424869565,0.9414599033707128,1,1,high_risk
1021,0.8529528040732187,0.04504120492258745,6.0,1.0,0.5353268037146836,0.9293463925706329,1,0,2,0.918849922832142,0.08115007716785802,0.8271774296336054,0.1168026391401635,0.7921366378915564,1,1,high_risk
1022,0.994708969962975,0.010582060074050048,6.0,1.0,0.33173412979384265,0.6634682595876853,1,0,2,0.7038958715836422,0.2961041284163578,0.7983993827527199,0.2039043591361033,0.7372280750118889,1,1,high_risk
1023,0.9986685343195925,0.0026629313608150427,6.0,1.0,0.5329398443679825,0.934120311264035,1,0,2,0.923915886244961,0.07608411375503903,0.963233979694329,0.07353204061134223,0.9411743675109263,1,1,high_risk
1024,0.8290052837678843,0.008656272547744315,6.0,1.0,0.509988884989895,0.9800222300202099,1,0,2,0.9756362053811746,0.0243637946188254,0.82123283374802,0.03232243323532215,0.8115361037774234,1,1,high_risk
1025,0.9977085917744243,0.004582816451151624,6.0,1.0,0.6349380860011863,0.7301238279976274,1,1,2,0.7477500863513258,0.25224991364867416,0.9061997630188391,0.18760047396232185,0.8499196208301425,1,1,high_risk
1026,0.9959888381476695,0.008022323704660975,6.0,1.0,0.5666020887054841,0.8667958225890318,1,0,2,0.8572614861406613,0.14273851385933867,0.9346988116613997,0.13060237667720048,0.8955180986582395,1,1,high_risk
1027,0.8385687871198049,0.07330166979291701,6.0,1.0,0.16964241857411433,0.33928483714822866,1,0,2,0.5476769327417336,0.4523230672582664,0.5359979603292846,0.19361199189014036,0.4779143627622425,1,1,high_risk
1028,0.8238643019797253,0.02250494514702933,6.0,1.0,0.9036488808094215,0.19270223838115697,1,1,2,0.5,0.5,0.8637565913945734,0.10760359176409315,0.8314755138653455,1,1,high_risk
1029,0.996449250645883,0.007101498708233993,6.0,1.0,0.865167423945563,0.269665152108874,1,1,2,0.5227614081339375,0.47723859186606254,0.9337964965338178,0.13240700693236435,0.8940743944541085,1,1,high_risk
1030,0.8477078312391989,0.04317205430585228,6.0,1.0,0.3404776610468226,0.6809553220936452,1,1,2,0.7148954959481489,0.28510450405185117,0.7030942251263654,0.22500693656105997,0.6355921441580474,1,1,high_risk
1031,0.8321831002940598,0.01371273603638673,6.0,1.0,0.5560846118682908,0.8878307762634183,1,0,2,0.8770302474390715,0.12296975256092849,0.7982313374898967,0.12120281515214855,0.7618704929442521,1,1,high_risk
1032,0.697207676090894,0.10724987194841895,6.0,1.0,0.6399304379703845,0.720139124059231,1,0,2,0.7408361741997962,0.25916382580020386,0.6823634879283135,0.2660885953172827,0.6025369093331286,1,1,high_risk
1033,0.835473301509058,0.02162388144814655,6.0,1.0,0.17561908610624438,0.35123817221248876,1,0,2,0.5521956643637739,0.44780433563622624,0.5399877229638378,0.16922658994007872,0.48921974598181417,1,1,high_risk
1034,0.8326940550782552,0.0012785565101564404,6.0,1.0,0.43188544098536885,0.8637708819707377,1,1,2,0.8544916886199598,0.1455083113800402,0.7743730704550251,0.12677835836616966,0.7363395629451742,1,1,high_risk
1035,0.9371596582273368,0.12568068354532655,6.0,1.0,0.8993415945652333,0.20131681086953335,1,1,2,0.5004118423457776,0.49958815765422243,0.9182662014763365,0.16346759704732722,0.8692259223621384,1,1,high_risk
1036,0.6558528430432763,0.022100469272311463,6.0,1.0,0.414407774643195,0.82881554928639,1,1,2,0.8237364173326431,0.1762635826673569,0.613294870269713,0.16429495946737643,0.5640063824295001,1,1,high_risk
1037,0.9940776160164665,0.011844767967067201,6.0,1.0,0.9334425232404563,0.13311495351908742,1,0,2,0.5,0.5,0.9637600696284614,0.07247986074307732,0.9420161114055382,1,1,high_risk
1038,0.6613825515812976,0.09628692645249694,6.0,1.0,0.23523535707600027,0.4704707141520006,1,0,2,0.6017167192295013,0.39828328077049874,0.49165524886258394,0.24531807302858705,0.41805982695400784,1,0,low_risk
1039,0.7060451525681737,0.08809486321343746,6.0,1.0,0.9048351187605687,0.19032976247886269,1,1,2,0.5,0.5,0.8054401356643712,0.13921231284615007,0.7636764418105262,1,1,high_risk
1040,0.8364824330468016,0.01756524783030448,6.0,1.0,0.8901257871396727,0.21974842572065456,1,1,2,0.5062485068966505,0.4937514931033495,0.8629689192252283,0.11739349379404494,0.8277508710870148,1,1,high_risk
1041,0.821851720086061,0.023575286662508726,6.0,1.0,0.5271580022593,0.9456839954814,1,0,2,0.9364216469885677,0.06357835301143233,0.8031155788638197,0.08220143966671227,0.778455146963806,1,1,high_risk
1042,0.8310358837776223,0.004605651443886916,6.0,1.0,0.25447779598299014,0.5089555919659803,1,0,2,0.6196533558580113,0.38034664414198865,0.6117439499320119,0.19643345879467672,0.5528139122936089,1,1,high_risk
1043,0.6692138312733261,0.008614920458872077,6.0,1.0,0.913416127970019,0.17316774405996194,1,1,2,0.5,0.5,0.7913149796216725,0.09089133225941701,0.7640475799438474,1,1,high_risk
1044,0.9979089408326062,0.0041821183347877655,6.0,1.0,0.929202478530407,0.1415950429391859,1,1,2,0.5,0.5,0.9635557096815066,0.07288858063698683,0.9416891354904106,1,1,high_risk
1045,0.519186928441251,0.045949934846170014,6.0,1.0,0.8931896495257717,0.21362070094845653,1,1,2,0.504293015219185,0.495706984780815,0.704582689609879,0.12906550474662373,0.6658630381858919,1,1,high_risk
1046,0.6670182926658174,0.0017741664598475333,6.0,1.0,0.9130922811931198,0.1738154376137604,1,1,2,0.5,0.5,0.7900552869294686,0.08779480203680397,0.7637168463184274,1,1,high_risk
1047,0.9997087746129213,0.000582450774157528,6.0,1.0,0.27611567603316184,0.5522313520663237,1,1,2,0.641144495275476,0.35885550472452404,0.7400434080068995,0.19854469567808694,0.6804799993034734,1,1,high_risk
1048,0.5407193312256121,0.0921753485511712,6.0,1.0,0.3375769985915585,0.675153997183117,1,0,2,0.71120846586698,0.28879153413302006,0.4820535453368635,0.26053464685638567,0.4038931512799478,1,0,low_risk
1049,0.8118117167708624,0.043075541743035704,6.0,1.0,0.4602742208421222,0.9205484416842444,1,0,2,0.9096578344031662,0.09034216559683383,0.7800530581001718,0.12234834377625839,0.7433485549672942,1,1,high_risk
1050,0.8034486909585703,0.06465036225943482,6.0,1.0,0.38883843207929436,0.7776768641585887,1,0,2,0.7825314442693985,0.21746855573060153,0.7132839967690033,0.21971120582508682,0.6473706350214773,1,1,high_risk
1051,0.9934786237612294,0.013042752477541239,6.0,1.0,0.7823088745413382,0.4353822509173235,1,1,2,0.5862447564805428,0.4137552435194573,0.9061060327488106,0.18778793450237882,0.849769652398097,1,1,high_risk
1052,0.9891221309570684,0.021755738085863174,6.0,1.0,0.3856502728849953,0.7713005457699906,1,0,2,0.7776809803003221,0.2223190196996779,0.8549588590541419,0.188393804951182,0.7984407175687873,1,1,high_risk
1053,0.8495424146162579,0.038916173488130944,6.0,1.0,0.3441113942995452,0.6882227885990904,1,0,2,0.719568625616952,0.28043137438304805,0.7078036989330159,0.2210021199597021,0.6415030629451053,1,1,high_risk
1054,0.9904978411843706,0.01900431763125891,6.0,1.0,0.2798139081090054,0.5596278162180108,1,0,2,0.6449677044197647,0.3550322955802353,0.7381820929926334,0.21094311937913152,0.6748991571788939,1,1,high_risk
1055,0.6810853884799601,0.043760740725438785,6.0,1.0,0.2912955893351122,0.5825911786702244,1,1,2,0.6571334016835528,0.3428665983164472,0.547439485988715,0.22850770005292892,0.47888717597283625,1,1,high_risk
1056,0.8288589707994083,0.011683845095175116,6.0,1.0,0.9269118643112634,0.14617627137747324,1,1,2,0.5,0.5,0.8778854175553359,0.07893005823632418,0.8542064000844386,1,1,high_risk
1057,0.8740903292213186,0.11206043528974047,6.0,1.0,0.9054305392108146,0.18913892157837076,1,1,2,0.5,0.5,0.8897604342160665,0.1505996784340556,0.8445805306858498,1,1,high_risk
1058,0.7390668109109398,0.1450665796574069,6.0,1.0,0.740052317590677,0.519895364818646,1,1,2,0.6249489127790425,0.37505108722095754,0.7394364262626387,0.2856465230538403,0.6537424693464866,1,1,high_risk
1059,0.8316161425473902,0.0036301076543791,6.0,1.0,0.6075485299153744,0.7849029401692511,1,1,2,0.7881019772960304,0.21189802270396968,0.7841366584786671,0.16918027605661012,0.7333825756616841,1,1,high_risk
1060,0.6515716146045102,0.030304069872474786,6.0,1.0,0.9501478800732575,0.09970423985348509,1,1,2,0.5,0.5,0.8008597473388839,0.06500415486297993,0.7813585008799899,1,1,high_risk
1061,0.7111122004445679,0.08947387077750031,6.0,1.0,0.5933811856849229,0.8132376286301541,1,1,2,0.8107321714035588,0.1892678285964412,0.6888295069225543,0.22645906564307258,0.6208917872296326,1,1,high_risk
1062,0.6459309441481769,0.042990446154153227,6.0,1.0,0.2425449131207322,0.48508982624146446,1,0,2,0.6084065786131095,0.3915934213868904,0.48796762811846145,0.21611365499556673,0.42313353161979145,1,0,low_risk
1063,0.8255428169377571,0.0173854222133434,6.0,1.0,0.3082429083761689,0.6164858167523378,1,1,2,0.6759530315088688,0.3240469684911313,0.657913349767635,0.21152208888554525,0.5944567231019715,1,1,high_risk
1064,0.6655444139336039,0.0029766947034186773,6.0,1.0,0.3297934688765916,0.6595869377531832,1,0,2,0.7015002076737509,0.2984997923262493,0.565322826560744,0.19897471589306148,0.5056304117928255,1,1,high_risk
1065,0.9918131495701688,0.016373700859662572,6.0,1.0,0.9222639681486551,0.15547206370268984,1,1,2,0.5,0.5,0.9570385588594119,0.08592288228117621,0.9312616941750591,1,1,high_risk
1066,0.9964903398995354,0.007019320200929251,6.0,1.0,0.5022271103642825,0.9955457792714351,1,1,2,0.9944630525718033,0.005536947428196614,0.9937536303819079,0.012492739236183992,0.9900058086110527,1,1,high_risk
1067,0.672887297372004,0.01846482303823645,6.0,1.0,0.38878846022519037,0.7775769204503807,1,1,2,0.7824549504031176,0.2175450495968825,0.6110830017544839,0.18360590191935489,0.5560012311786775,1,1,high_risk
1068,0.8219799223566991,0.023055769154027166,6.0,1.0,0.5107184513881287,0.9785630972237427,1,1,2,0.9739031656554438,0.026096834344556213,0.8138569833109895,0.04799148560967206,0.799459537628088,1,1,high_risk
1069,0.8369282530449365,0.010222747734713692,6.0,1.0,0.43905363689056953,0.8781072737811391,1,1,2,0.8677799241145947,0.13222007588540527,0.7843212411041296,0.12497450562834103,0.7468288894156273,1,1,high_risk
1070,0.8295376755246435,0.007620842909255854,6.0,1.0,0.5629540345279461,0.8740919309441078,1,1,2,0.8640166629239173,0.13598333707608268,0.7932867424120201,0.12544647294017922,0.7556528005299664,1,1,high_risk
1071,0.8331552290527945,0.001464542292080225,6.0,1.0,0.17361595106961608,0.34723190213923216,1,0,2,0.550672885216861,0.4493271147831391,0.5368063481904582,0.15682719247838442,0.4897581904469429,1,1,high_risk
1072,0.9867051181221335,0.026589763755733187,6.0,1.0,0.5828158659390049,0.8343682681219902,1,0,2,0.8284731886804498,0.17152681131955014,0.9174272825689237,0.16514543486215255,0.867883652110278,1,1,high_risk
1073,0.823549058874005,0.019568548937106873,6.0,1.0,0.1834379936651352,0.3668759873302704,1,0,2,0.5582210561873852,0.4417789438126149,0.5407614685632627,0.17300166224870347,0.48886096988865163,1,1,high_risk
1074,0.8537509976020098,0.046753053121485345,6.0,1.0,0.24417846407708294,0.48835692815416587,1,1,2,0.609922026176058,0.39007797382394194,0.6159701788258793,0.21901299792703463,0.550266279447769,1,1,high_risk
1075,0.8324820122088341,0.00936522135619274,6.0,1.0,0.9317759580715856,0.13644808385682872,1,1,2,0.5,0.5,0.8821289851402099,0.07290665260651073,0.8602569893582567,1,1,high_risk
1076,0.6497003547994872,0.03727789584563209,6.0,1.0,0.30805346352879953,0.6161069270575991,1,0,2,0.6757367014672294,0.32426329853277064,0.5389168069025873,0.22497090679295256,0.4714255348647015,1,1,high_risk
1077,0.8325939618825928,0.0015182603846001785,6.0,1.0,0.18413138237634447,0.36826276475268893,1,0,2,0.5587617478299446,0.44123825217005547,0.5464674667035702,0.16333996448494895,0.4974654773580855,1,1,high_risk
1078,0.9034357756972176,0.18650852024592615,6.0,1.0,0.48630198524540746,0.9726039704908149,1,1,2,0.9668888554789942,0.03311114452100588,0.8896239984769727,0.21253704030628986,0.8258628863850858,1,1,high_risk
1079,0.6831121690863373,0.05607806771427729,6.0,1.0,0.9283582360347272,0.14328352793054555,1,1,2,0.5,0.5,0.8057352025605322,0.09968079782241142,0.7758309632138088,1,1,high_risk
1080,0.9827838246864942,0.03443235062701159,6.0,1.0,0.9181386804152285,0.163722639169543,1,1,2,0.5,0.5,0.9504612525508613,0.09907749489827729,0.9207380040813782,1,1,high_risk
1081,0.847866993077513,0.058493369482088796,6.0,1.0,0.3443526499091506,0.6887052998183012,1,0,2,0.7198810539357369,0.2801189460642632,0.7068230859409517,0.23502767120499346,0.6363147845794537,1,1,high_risk
1082,0.5390308514440064,0.08574078661630612,6.0,1.0,0.2491648876150436,0.49832977523008726,1,0,2,0.614594990940513,0.38540500905948705,0.42731505702846806,0.24475464951084505,0.35388866217521453,1,0,low_risk
1083,0.8451251035766795,0.0485491912752676,6.0,1.0,0.16749849052071963,0.33499698104143927,1,0,2,0.5460739600172994,0.4539260399827006,0.5375327385252978,0.17857530214562303,0.4839601478816109,1,1,high_risk
1084,0.8311277329736778,0.004466865837274199,6.0,1.0,0.7119684401815434,0.5760631196369133,1,1,2,0.6536284777713997,0.3463715222286004,0.7898543473415828,0.2024515303660206,0.7291188882317766,1,1,high_risk
1085,0.8221133215787585,0.022510698334236894,6.0,1.0,0.9357849401427132,0.12843011971457363,1,1,2,0.5,0.5,0.8789491308607358,0.07547040902440526,0.8563080081534142,1,1,high_risk
1086,0.37527448702575783,0.09490649321834077,6.0,1.0,0.259428220237991,0.518856440475982,1,1,2,0.624442119739667,0.37555788026033304,0.33176750863487114,0.25412423674690054,0.25553023761080096,1,0,low_risk
1087,0.6589295551702056,0.021601551943903268,6.0,1.0,0.34173590509096496,0.6834718101819299,1,0,2,0.7165067638196883,0.28349323618031175,0.5690073008133962,0.2092372933833001,0.5062361127984062,1,1,high_risk
1088,0.8245062304787498,0.018150493850696947,6.0,1.0,0.37943300974413474,0.7588660194882695,1,1,2,0.7683929397893534,0.2316070602106466,0.7214241302459214,0.18970543919599894,0.6645124984871218,1,1,high_risk
1089,0.8339214664106919,0.011685545210346426,6.0,1.0,0.39033085384485994,0.7806617076897199,1,0,2,0.7848228660053957,0.21517713399460411,0.7384709097318651,0.17715163196282704,0.685325420143017,1,1,high_risk
1090,0.3372607804480113,0.007914177482061672,6.0,1.0,0.7186611963208229,0.5626776073583541,1,1,2,0.646557441098293,0.3534425589017069,0.472063919400273,0.20399118372262612,0.41086656428348517,1,0,low_risk
1091,0.4980488941298848,0.008640452564965687,6.0,1.0,0.542984061340465,0.9140318773190701,1,1,2,0.902967025020278,0.09703297497972195,0.5024090870855387,0.09649327602998552,0.47346110427654303,1,1,high_risk
1092,0.8198313737469167,0.027101920978020017,6.0,1.0,0.888424765126876,0.22315046974624808,1,1,2,0.5073407352134996,0.49265926478650035,0.8536245435133801,0.12368705487663562,0.8165184270503895,1,1,high_risk
1093,0.8361135713119664,0.03268541878483794,6.0,1.0,0.29404562719354355,0.5880912543870871,1,0,2,0.6601157082956824,0.33988429170431755,0.6518731920696607,0.22145913782695303,0.5854354507215748,1,1,high_risk
1094,0.669157918130099,0.006625517239256066,6.0,1.0,0.430807530146059,0.861615060292118,1,1,2,0.852528601161309,0.14747139883869093,0.6340080530003479,0.1327120211457148,0.5941944466566335,1,1,high_risk
1095,0.6673054391702161,0.021495049052140263,6.0,1.0,0.45294773594658194,0.9058954718931639,1,1,2,0.8947499703350215,0.10525002966497851,0.6447442845470119,0.11457821979187753,0.6103708186094486,1,1,high_risk
1096,0.6655971629344409,0.00329532430756622,6.0,1.0,0.5215678335846745,0.956864332830651,1,0,2,0.9488389960844997,0.0511610039155003,0.6582284778516307,0.0520808720863155,0.642604216225736,1,1,high_risk
1097,0.8327349691296234,0.0015288039146145553,6.0,1.0,0.22833499834083462,0.4566699966816692,1,1,2,0.5955349750424824,0.4044650249575175,0.588276319860213,0.1856174978063356,0.5325910705183123,1,1,high_risk
1098,0.990098048995343,0.019803902009313885,6.0,1.0,0.3887292300794128,0.7774584601588256,1,0,2,0.7823643038739135,0.21763569612608652,0.8592187274620522,0.18469657919528537,0.8038097537034665,1,1,high_risk
1099,0.6664680577973449,0.0003983684944198022,6.0,1.0,0.2610298509363174,0.5220597018726348,1,1,2,0.62600733474974,0.37399266525026004,0.5148371422191029,0.1954958809225429,0.4561883779423401,1,1,high_risk
1100,0.6796739910113213,0.05210054007820423,6.0,1.0,0.2442759146877715,0.488551829375543,1,0,2,0.610012669901452,0.38998733009854797,0.5098742576958563,0.22231101310934231,0.44318095376305355,1,0,low_risk
